time,element,bbox_px,color_hex,text,click,navigation
"6.20s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"6.20s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"6.20s","WhiteCard","(10,308,340,100)","#FDFAFD","","No",""
"6.20s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"6.20s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"6.30s","Header","(0,0,360,113)","#CB322E","","No",""
"6.30s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"6.30s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"6.30s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"6.30s","WhiteCard","(10,308,340,100)","#FDFAFD","","No",""
"6.30s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"6.30s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"6.40s","Header","(0,0,360,113)","#CB322E","","No",""
"6.40s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"6.40s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"6.40s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"6.40s","WhiteCard","(10,308,340,100)","#FDFAFD","","No",""
"6.40s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"6.40s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"6.50s","Header","(0,0,360,113)","#CB322E","","No",""
"6.50s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"6.50s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"6.50s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"6.50s","WhiteCard","(10,308,340,100)","#FDFAFD","","No",""
"6.50s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"6.50s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"6.60s","Header","(0,0,360,113)","#CB322E","","No",""
"6.60s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"6.60s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"6.60s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"6.60s","WhiteCard","(10,308,340,100)","#FDFAFD","","No",""
"6.60s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"6.60s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"6.70s","Header","(0,0,360,113)","#CB322E","","No",""
"6.70s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"6.70s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"6.70s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"6.70s","WhiteCard","(10,308,340,100)","#FDFAFD","","No",""
"6.70s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"6.70s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"6.80s","Header","(0,0,360,113)","#CB322E","","No",""
"6.80s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"6.80s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"6.80s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"6.80s","WhiteCard","(10,308,340,100)","#FDFAFD","","No",""
"6.80s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"6.80s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"6.90s","Header","(0,0,360,113)","#CB322E","","No",""
"6.90s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"6.90s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"6.90s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"6.90s","WhiteCard","(10,308,340,100)","#FDFAFD","","No",""
"6.90s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"6.90s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"7.00s","Header","(0,0,360,113)","#CB322E","","No",""
"7.00s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"7.00s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"7.00s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"7.00s","WhiteCard","(10,308,340,100)","#FDFAFD","","No",""
"7.00s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"7.00s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"7.10s","Header","(0,0,360,113)","#CB322E","","No",""
"7.10s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"7.10s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"7.10s","WhiteCard","(10,228,340,76)","#FFE7DF","","No",""
"7.10s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"7.10s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"7.10s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"7.20s","Header","(0,0,360,113)","#CB322E","","No",""
"7.20s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"7.20s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"7.20s","WhiteCard","(10,228,340,180)","#FCFFFF","","No",""
"7.20s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"7.20s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"7.30s","Header","(0,0,360,113)","#CB322E","","No",""
"7.30s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"7.30s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"7.30s","WhiteCard","(10,228,340,180)","#F6FFFF","","No",""
"7.30s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"7.30s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"7.40s","Header","(0,0,360,113)","#CB322E","","No",""
"7.40s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"7.40s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"7.40s","WhiteCard","(10,228,340,180)","#FCFFFF","","No",""
"7.40s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"7.40s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"7.50s","Header","(0,0,360,113)","#CB322E","","No",""
"7.50s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"7.50s","WhiteCard","(10,188,340,24)","#FAF4E8","","No",""
"7.50s","WhiteCard","(10,228,340,76)","#FFEBE8","","No",""
"7.50s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"7.50s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"7.50s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"7.60s","Header","(0,0,360,113)","#CB322E","","No",""
"7.60s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"7.60s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"7.60s","WhiteCard","(10,228,340,48)","#2C292C","","No",""
"7.60s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"7.60s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"7.60s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"7.70s","Header","(0,0,360,113)","#CB322E","","No",""
"7.70s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"7.70s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"7.70s","WhiteCard","(10,228,340,48)","#2C292C","","No",""
"7.70s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"7.70s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"7.70s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"7.80s","Header","(0,0,360,113)","#CB322E","","No",""
"7.80s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"7.80s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"7.80s","WhiteCard","(10,228,340,52)","#FFFDFF","","No",""
"7.80s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"7.80s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"7.80s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"7.90s","Header","(0,0,360,113)","#CB322E","","No",""
"7.90s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"7.90s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"7.90s","WhiteCard","(10,228,340,52)","#FFFDFF","","No",""
"7.90s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"7.90s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"7.90s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"7.90s","PrimaryButton","(10,268,340,40)","#FFF3F6","","No",""
"8.00s","Header","(0,0,360,113)","#CB322E","","No",""
"8.00s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"8.00s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"8.00s","WhiteCard","(10,228,340,52)","#FFFDFF","","No",""
"8.00s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"8.00s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"8.00s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"8.00s","PrimaryButton","(10,268,340,40)","#FFF3F6","","No",""
"8.10s","Header","(0,0,360,113)","#CB322E","","No",""
"8.10s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"8.10s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"8.10s","WhiteCard","(10,228,340,48)","#2C292C","","No",""
"8.10s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"8.10s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"8.10s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"8.10s","PrimaryButton","(10,268,340,40)","#FFFDFF","","No",""
"8.20s","Header","(0,0,360,113)","#CB322E","","No",""
"8.20s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"8.20s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"8.20s","WhiteCard","(10,228,340,180)","#FFFDFD","","No",""
"8.20s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"8.20s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"8.30s","Header","(0,0,360,113)","#CB322E","","No",""
"8.30s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"8.30s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"8.30s","WhiteCard","(10,228,340,180)","#FFFEFB","","No",""
"8.30s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"8.30s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"8.40s","Header","(0,0,360,113)","#CB322E","","No",""
"8.40s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"8.40s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"8.40s","WhiteCard","(10,228,340,180)","#F7FFFB","","No",""
"8.40s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"8.40s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"8.50s","Header","(0,0,360,113)","#CB322E","","No",""
"8.50s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"8.50s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"8.50s","WhiteCard","(10,228,340,180)","#FFFEFB","","No",""
"8.50s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"8.50s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"8.60s","Header","(0,0,360,113)","#CB322E","","No",""
"8.60s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"8.60s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"8.60s","WhiteCard","(10,228,340,48)","#2C292C","","No",""
"8.60s","WhiteCard","(10,308,340,100)","#F6F3F6","","No",""
"8.60s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"8.60s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"8.70s","Header","(0,0,360,113)","#CB322E","","No",""
"8.70s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"8.70s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"8.70s","WhiteCard","(10,228,340,48)","#2C292C","","No",""
"8.70s","WhiteCard","(10,308,340,24)","#FCF9FC","","No",""
"8.70s","WhiteCard","(10,336,340,72)","#FFFDFF","","No",""
"8.70s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"8.70s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"8.80s","Header","(0,0,360,113)","#CB322E","","No",""
"8.80s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"8.80s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"8.80s","WhiteCard","(10,228,340,48)","#2C292C","","No",""
"8.80s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"8.80s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"8.80s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"8.90s","Header","(0,0,360,113)","#CB322E","","No",""
"8.90s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"8.90s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"8.90s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"8.90s","WhiteCard","(10,308,340,100)","#FFFDFF","","No",""
"8.90s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"8.90s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"9.00s","Header","(0,0,360,113)","#CB322E","","No",""
"9.00s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"9.00s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"9.00s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"9.00s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"9.00s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"9.00s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"9.10s","Header","(0,0,360,113)","#CB322E","","No",""
"9.10s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"9.10s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"9.10s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"9.10s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"9.10s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"9.10s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"9.20s","Header","(0,0,360,113)","#CB322E","","No",""
"9.20s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"9.20s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"9.20s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"9.20s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"9.20s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"9.20s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"9.30s","Header","(0,0,360,113)","#CB322E","","No",""
"9.30s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"9.30s","WhiteCard","(10,188,340,24)","#FAF4EA","","No",""
"9.30s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"9.30s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"9.30s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"9.30s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"9.40s","Header","(0,0,360,113)","#CB361C","","No",""
"9.40s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"9.40s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"9.40s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"9.40s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"9.40s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"9.40s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"9.50s","Header","(0,0,360,113)","#CB322E","","No",""
"9.50s","WhiteCard","(10,124,340,60)","#B1AAA3","","No",""
"9.50s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"9.50s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"9.50s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"9.50s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"9.50s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"9.60s","Header","(0,0,360,113)","#CB322E","","No",""
"9.60s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"9.60s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"9.60s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"9.60s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"9.60s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"9.60s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"9.70s","Header","(0,0,360,113)","#CB322E","","No",""
"9.70s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"9.70s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"9.70s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"9.70s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"9.70s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"9.70s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"9.80s","Header","(0,0,360,113)","#CB322E","","No",""
"9.80s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"9.80s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"9.80s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"9.80s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"9.80s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"9.80s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"9.90s","Header","(0,0,360,113)","#CC332F","","No",""
"9.90s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"9.90s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"9.90s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"9.90s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"9.90s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"9.90s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"10.00s","Header","(0,0,360,113)","#CB322E","","No",""
"10.00s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"10.00s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"10.00s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"10.00s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"10.00s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"10.00s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"10.10s","Header","(0,0,360,113)","#CB322E","","No",""
"10.10s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"10.10s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"10.10s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"10.10s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"10.10s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"10.10s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"10.20s","Header","(0,0,360,113)","#CB322E","","No",""
"10.20s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"10.20s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"10.20s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"10.20s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"10.20s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"10.20s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"10.30s","Header","(0,0,360,113)","#CB322E","","No",""
"10.30s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"10.30s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"10.30s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"10.30s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"10.30s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"10.30s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"10.40s","Header","(0,0,360,113)","#CB322E","","No",""
"10.40s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"10.40s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"10.40s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"10.40s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"10.40s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"10.40s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"10.50s","Header","(0,0,360,113)","#CB322E","","No",""
"10.50s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"10.50s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"10.50s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"10.50s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"10.50s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"10.50s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"10.60s","Header","(0,0,360,113)","#CB322E","","No",""
"10.60s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"10.60s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"10.60s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"10.60s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"10.60s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"10.60s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"10.70s","Header","(0,0,360,113)","#CB322E","","No",""
"10.70s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"10.70s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"10.70s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"10.70s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"10.70s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"10.70s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"10.80s","Header","(0,0,360,113)","#CB322E","","No",""
"10.80s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"10.80s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"10.80s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"10.80s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"10.80s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"10.80s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"10.90s","Header","(0,0,360,113)","#CB322E","","No",""
"10.90s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"10.90s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"10.90s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"10.90s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"10.90s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"10.90s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"11.00s","Header","(0,0,360,113)","#CB322E","","No",""
"11.00s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"11.00s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"11.00s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"11.00s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"11.00s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"11.00s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"11.10s","Header","(0,0,360,113)","#CB322E","","No",""
"11.10s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"11.10s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"11.10s","WhiteCard","(10,228,340,44)","#F1EEF1","","No",""
"11.10s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"11.10s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"11.10s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"11.20s","Header","(0,0,360,113)","#CB322E","","No",""
"11.20s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"11.20s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"11.20s","WhiteCard","(10,228,340,44)","#F2EFF2","","No",""
"11.20s","WhiteCard","(10,308,340,100)","#FDFAFD","","No",""
"11.20s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"11.20s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"11.30s","Header","(0,0,360,113)","#CB322E","","No",""
"11.30s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"11.30s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"11.30s","WhiteCard","(10,228,340,44)","#F2EFF2","","No",""
"11.30s","WhiteCard","(10,308,340,100)","#FCF9FC","","No",""
"11.30s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"11.30s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
"11.40s","Header","(0,0,360,113)","#CB322E","","No",""
"11.40s","WhiteCard","(10,124,340,60)","#B1AAA4","","No",""
"11.40s","WhiteCard","(10,188,340,24)","#FAF3EC","","No",""
"11.40s","WhiteCard","(10,228,340,44)","#F2EFF2","","No",""
"11.40s","WhiteCard","(10,308,340,100)","#FDFAFD","","No",""
"11.40s","WhiteCard","(10,416,340,228)","#F1F0F2","","No",""
"11.40s","WhiteCard","(10,648,340,100)","#F6F5F7","","No",""
